amount,bundleInfo,category,conversionFactor,descriptionLong,descriptionShort,inPromotion,images,name,packageLabel,packageLabelKey,parentCategories,productId,medical,sku,slug,upsellSku,published,purchased,volumeLabelKey,volumeLabelLong,volumeLabelShort,weight,weightArticle,weightPieceArticle,weightPerPiece,alcoholByVolume,brandMarketing,countryOfOrigin,features,keywordSearch,meatBorn,meatButchered,meatSlaughtered,meatRaised,nappySize,nutIngredients,badges,productMarketing,regulatedProductName,storageAndUsageStatements,storageType,telephoneHelpline,wineColour,wineType,quantityStepSize,brand_name,brand_slug,price_baseUnitLong,price_baseUnitShort,price_basePriceFactor,price_regular_perStandardizedQuantity,price_regular_tags,price_regular_value,ageRequiredInMonths,depositType,allergens,maxQuantity,price_depositPrice,price_crossed,price_discountPercentage,price_regular_promotionQuantity,price_regular_promotionText,price_regular_promotionType,price_regular_promotionValue,price_lowestPrice,drainedWeight,preparationTime,minQuantity,bundleSize
0.7,,Cognac & Whiskey,1.0,,"Die Kunst des alten griechischen Winzerturms war Inspiration für Spyros METAXA. 1880 zog Spyros METAXA mit seinen beiden Brüdern nach Piräus, um sein Glück zu probieren und erwarb im Süden Attikas ausgedehnte Weinberge in den besten Lagen. Bald begann er verschiedene Weine miteinander zu kombinieren und unter der Anwendung traditioneller Verfahren zu destillieren. Dem gelungenen Ergebnis gab er 1888 seinen guten Namen - METAXA.<br><br><b>Verfeinerte Sanftheit</b><br>METAXA 7 Stern ist eine länger gelagerte Variante aus der METAXA Sterne-Familie und setzt sich aus älteren, von den ägäischen Inseln kommenden Muskatellerweinen und aus Weindestillaten zusammen, die bis zu sieben Jahre in Eichenfässern reiften. Mit seiner goldgelben Farbe verströmt er feine Aromen von Muskateller sowie eine leichte Vanillenote, gefolgt von einem vollmundigen, ausgewogenen Geschmack. Kenner genießen den lieblichen Geschmack von METAXA 7 Stern am besten pur oder auf Eis.<br><br>Verkostungsnotiz:<br><b>Farbe: </b>Goldgelb<br><b>Aroma: </b>Delikat, muskatig, leichte weinfassholzige Note <br><b>Geschmack: </b>Vollmundig, leichte Vanillenote, lieblich-mild",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-202085-0183990063-0IZHnjLc.jpg'],Metaxa 7 Stern,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13824', 'name': 'Spirituosen', 'slug': 'spirituosen-13824', 'orderHint': '000000740'}, {'key': '13828', 'name': 'Cognac & Whiskey', 'slug': 'cognac-und-whiskey-13828', 'orderHint': '000000080'}]]",96eb4bd3-f2cb-4789-9936-fc72464abf9c,False,00-202085,metaxa-7-stern-00202085,,True,False,lt,Liter,liter,1.26,False,False,0,,,Griechenland,,,,,,,,,,"Metaxa 7 Sterne - Verfeinerte Sanftheit.
1888: Spyros Metaxa kreiert die Spirituose mit dem
wohl sanftesten Aroma unter der Sonne. Seit jeher
bestimmt die Kunst der Wein-Herstellung, Destillation,
Reifung und des Blendens den einzigartigen Metaxa
Charakter. Gereift unter der ägäischen Sonne, besitzt
Metaxa 7 Sterne einen fruchtigen Charakter intensiver
Noten feinen Muskatellertrauben.",,,,,,,,Metaxa,metaxa,Liter,Liter,1,3284.0,[],2299.0,216.0,,,,,,,,,,,,,,,
0.75,,Rotwein & Rose,1.0,,"Dichtes Purpurrot mit dunklem Kern, in der Nase frisch und mit feinem Aroma nach Brombeere und schwarzer Kirsche, am Gaumen fruchtbetont, elegant und würzig, feine Tanninstruktur, klingt präzise und lang nach. <ul><li>Speiseempfehlung: Rindfleisch und Herzhafte Speisen, Ratatouille, flüssiger Schokokuchen mit Beerensauce.</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-647686-944463726-2pMk_UTx.jpg'],Gebrüder Nittnaus Blaufränkisch,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13833', 'name': 'Wein', 'slug': 'wein-13833', 'orderHint': '000000830'}, {'key': '13835', 'name': 'Rotwein & Rose', 'slug': 'rotwein-und-rose-13835', 'orderHint': '000000850'}]]",5219900b-f485-4ac8-abe6-d8f707f93836,False,00-647686,gebrueder-nittnaus-blaufraenkisch-00647686,,True,False,lt,Liter,liter,1.16,False,False,0,13.0,,Österreich,,,,,,,,,['homecountry'],"Dunkle Beeren, würzig, ein kraftvoller Wein mit ausgewogener Eleganz.
Rindfleisch und Herzhafte Speisen, Ratatouille, flüssiger Schokokuchen mit Beerensauce.",,,,,,,,Gebrüder Nittnaus,gebrueder-nittnaus,Liter,Liter,1,932.0,['pt-aktion'],699.0,216.0,,['CONTAINS AU'],,,799.0,-12.0,,,,799.0,799.0,,,,
0.7,,Vodka,1.0,,"Hans Reisetbauer steht seit über 20 Jahren für beste Spirituosen und top-Qualität. Diese Einstellung lebt er, von seinen Edelbränden, über Whisky und Gin, bis hin zu seiner Antwort auf die Premium Vodkas dieser Welt - AXBERG VODKA. <br>Als Rohstoffe für Axberg Wodka dient bester Weizen sowie Quellwasser einer Mühlviertler Alm im Norden Oberösterreichs. Durch aufwendigste Verfahren entsteht ein reiner und glasklarer Wodka, der dem Anspruch elegant und fein zu 100% gerecht wird.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-278748-1715490454-67o8Qon2.jpg'],Reisetbauer Axberg Vodka,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13824', 'name': 'Spirituosen', 'slug': 'spirituosen-13824', 'orderHint': '000000740'}, {'key': '13829', 'name': 'Vodka', 'slug': 'vodka-13829', 'orderHint': '000000030'}], [{'key': '14267', 'name': 'Geschenksideen', 'slug': 'geschenksideen-14267', 'orderHint': '000005170'}, {'key': '14537', 'name': 'Spirituosen', 'slug': 'spirituosen-14537', 'orderHint': '000005210'}]]",d05d79a5-c2c2-4e8f-bf5b-e27a455d2f1d,False,00-278748,reisetbauer-axberg-vodka-00278748,,True,False,lt,Liter,liter,1.4,False,False,0,40.0,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry']",,,,,,,,,Reisetbauer,reisetbauer,Liter,Liter,1,5271.0,[],3690.0,216.0,,,,,,,,,,,,,,,
100,,Kleine Snacks,1000.0,,"Früchtezubereitung mit Hirse (Bio), aus kontrolliert biologischem Anbau, ohne Zusätze, ohne Zuckerzusatz, glutenfrei",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-592714-1261023641-yttm2ZEq.jpg'],Fruchtbar Quetsche Birne-Apfel-Hirse,Beutel,bt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13947', 'name': 'Baby', 'slug': 'baby-13947', 'orderHint': '000001970'}, {'key': '13950', 'name': 'Kleine Snacks', 'slug': 'kleine-snacks-13950', 'orderHint': '000002000'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13992', 'name': 'Konserven & Sauerwaren', 'slug': 'konserven-und-sauerwaren-13992', 'orderHint': '000002420'}, {'key': '13996', 'name': 'Obst & Kompotte', 'slug': 'obst-und-kompotte-13996', 'orderHint': '000002460'}]]",c8f41748-dec7-42f2-8eab-42b7a4d9b2d3,False,00-592714,fruchtbar-quetsche-birneapfelhirse-00592714,,True,False,gr,Gramm,g,0.105,False,False,0,,,Deutschland,,,,,,,,,"['pp-veget', 'pp-vegan', 'pp-glutenfr', 'pp-bio']","Bio-Fruchtpüree und Fruchtsaft mit Hirse (3%), Zutaten **aus ökologischer Landwirtschaft, ohne Zuckerzusatz*",,Nach dem Öffnen kühl lagern und innerhalb von 2 Tagen aufbrauchen.,,,,,1.0,Fruchtbar,fruchtbar,Kilogramm,kg,1,1490.0,[],149.0,,,,,,,,,,,,,,,,
0.5,,Hülsenfrüchte,1.0,,,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-937655-267755057-nEE1Bexy.jpg'],Al Amier Kichererbsen getrocknet,Beutel,bt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13992', 'name': 'Konserven & Sauerwaren', 'slug': 'konserven-und-sauerwaren-13992', 'orderHint': '000002420'}, {'key': '13995', 'name': 'Hülsenfrüchte', 'slug': 'huelsenfruechte-13995', 'orderHint': '000002450'}]]",4a01af8e-1b77-4575-a93f-245fdc84bba2,False,00-937655,al-amier-kichererbsen-getrocknet-00937655,,True,False,kg,Kilogramm,kg,0.505,False,False,0,,,Deutschland,,,,,,,,,"['pp-veget', 'pp-lakto', 'pp-vegan']",Kichererbsen zählen zu den beliebtesten Hülsenfrüchten. Bevorzugt werden sie für Salate und Eintöpfe verwendet sowie für die Zubereitung der beliebten Spezialitäten Falafel und Hommous.,,"Trocken, wärme- und lichtgeschützt lagern.",,,,,1.0,Al Amier,al-amier,Kilogramm,kg,1,698.0,[],349.0,,,,,,,,,,,,,,,,
0.75,,Rotwein & Rose,1.0,,"Verkostungsnotiz: Kräftiges Rubingranat, violette Reflexe, intensiver Duft nach schwarzem Beerenkonfit, feine Edelholzwürze, ein Hauch Vanille, saftig, elegant, feine Fruchtsüße im Abgang, Brombeere im Rückgeschmack, Schokotouch (Falstaff)<br>Bei diesem Wein verwenden wird die seltene Sorte Rathay als Cuvéepartner zu einem Anteil von etwa 40% verwendet. Rathay selber ist teilresistent gegen Mehltaupilze und sehr winterhart, bringt viel Farbe, Kraft sowie Struktur in den Wein und kann als eine Art 'biologische Sorte' angesehen werden. <ul><li>Ausbau: Barrique</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-396107-0182084415-b9jVOkmE.jpg'],Keringer Grande Cuvée,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13833', 'name': 'Wein', 'slug': 'wein-13833', 'orderHint': '000000830'}, {'key': '13835', 'name': 'Rotwein & Rose', 'slug': 'rotwein-und-rose-13835', 'orderHint': '000000850'}]]",cf5aa3a5-179e-4a60-bf94-b0cd80781f25,False,00-396107,keringer-grande-cuvee-00396107,,True,False,lt,Liter,liter,1.18,False,False,0,,,Österreich,,,,,,,,,['homecountry'],,,,,,,,,Keringer,keringer,Liter,Liter,1,1865.0,[],1399.0,216.0,,['CONTAINS AU'],,,,,,,,,,,,,
1,,Saucen & Säfte,1.0,,Die MAGGI Gourmet Pfefferrahm Sauce mit dreierlei Pfeffer schmeckt köstlich zu allen Arten von rasch abgebratenem oder gegrilltem Fleisch.,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-742494-0189440230-0sJGtzL1.jpg'],MAGGI Pfeffer Rahm Sauce,Beutel,bt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14027', 'name': 'Saucen & Dressings', 'slug': 'saucen-und-dressings-14027', 'orderHint': '000002770'}, {'key': '14030', 'name': 'Saucen & Säfte', 'slug': 'saucen-und-saefte-14030', 'orderHint': '000002800'}]]",0c469d0d-3c91-4776-9ba4-25f5b62c0d76,False,00-742494,maggi-pfeffer-rahm-sauce-00742494,,True,False,st,Stück,stk,0.031,False,False,0,,,,,,,,,,,,,"Nicht nur deftige Fleischgerichte verlangen nach einer leckeren Sauce. Auch Semmelknödel mit Fleisch oder Gemüse passen ideal zur Maggi Pfeffer Rahmsauce, einem echten Saucen-Klassiker. Ideal geeignet ist die Pfefferrahmsauce auch für Steaks jeglicher Machart und zu Schweinefilet, Lende oder Schweinemedaillons, Frikadellen und Schnitzeln macht sie ebenfalls eine sehr gute Figur.

Würzige Zwiebeln und grüne Pfefferkörner verleihen der Sauce einen herrlichen, deftig-pikanten Geschmack. Dank Schlagsahne ist die Sauce noch dazu wunderbar cremig. Ein echter Gaumenschmaus!

Zubereitung: Dunkle Pfeffersauce selbstgemacht:
Einfach den Beutelinhalt mit einem Schneebesen in 200ml kaltes Wasser einrühren. Die Sauce aufkochen und bei geringer Wärmezufuhr 1 Minute lang kochen lassen, dabei gelegentlich umrühren. Anschließend 50ml - bzw. 4EL - Schlagsahne unterrühren und heiß werden lassen - fertig.

Zur weiteren Aufwertung bzw. Verfeinerung bei festlichen Anlässen kann man auch ein wenig Alkohol untermischen: Eine Pfeffer-Rahmsauce mit Cognac macht zu vielen Gerichten das gewisse Extra aus.

* Folgendes wird zusätzlich benötigt: 50ml Sahne
* Ergibt 250ml Sauce bzw. ca. 2,5 Portionen
* Enthält Speck
* Mit grünen Pfefferkörnern
* Einfach und schnell in der Zubereitung
* Maximale Erfolgsgarantie bei vollem, deftigem Geschmack",,Mindestens haltbar bis Ende: siehe Aufdruck.,,,,,,Maggi,maggi,Stück,Stk,,149.0,[],149.0,,,"['MAY_CONTAIN AY', 'CONTAINS AM', 'MAY_CONTAIN BC', 'CONTAINS AW', 'MAY_CONTAIN BM', 'MAY_CONTAIN AE']",,,,,,,,,,,,,
250,,Saucen & Säfte,1000.0,,"<ul><li>Schärfegrad 5 von 10</li><br>Die ideale Sauce fürs Grillen, rauchig, vollmundig.<br>Die perfekte Mischung aus Knoblauch, Rauch und Chili. Ein angenehmer Geschmack und eine nicht aufdringliche Schärfe. Der Knoblauch wird von uns selbst über Buchenholz geräuchert und bekommt so seinen typischen Geschmack.<br><u>Passt zu:</u><li>Als Dip zu kurz gebratenem Fleisch</li><li>Als Gewürz zu vielen anderen Gerichten</li><li>Hervorragend auch auf Pizza, im Kebap, in Burgern</li></ul>",False,"['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-932847-0164698461-IxEQ3tIg.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-932847-1050467514-jFelvHpm.jpg']",Capsup Dip Sauce Chili mit Knoblauch,Flasche,fl,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14027', 'name': 'Saucen & Dressings', 'slug': 'saucen-und-dressings-14027', 'orderHint': '000002770'}, {'key': '14030', 'name': 'Saucen & Säfte', 'slug': 'saucen-und-saefte-14030', 'orderHint': '000002800'}]]",3786e982-6db6-4240-8278-4359b357e869,False,00-932847,capsup-dip-sauce-chili-mit-knoblauch-00932847,,True,False,ml,Milliliter,ml,0.27,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry']",,,"Vor Hitze, Frost und Licht geschützt lagern. Angebrochene Flaschen im Kühlschrank aufbewahren.
Als Dip für kurzgebratenes Fleisch, Pommes, usw. Als Gewürz direkt am Teller oder zum Kochen.",,,,,1.0,Capsup,capsup,Liter,Liter,1,2796.0,[],699.0,,,,,,,,,,,,,,,,
0.75,,Aperitif & Digestif,1.0,"Casal Garcia Fruitzy Erdbeere präsentiert ein helles, schönes Hellrot und eine klare Farbe. Es ist ein sehr aromatisches Getränk, das die Süße und den saftigen Charakter der Erdbeere perfekt mit der Erfrischung eines Schaumweins verbindet. Er hat ein leichtes, ansprechendes und fruchtiges Profil, mit einem Abgang, der intensiv von der Frische seiner Frucht geprägt ist.","Casal Garcia Fruitzy Erdbeere präsentiert ein helles, schönes Hellrot und eine klare Farbe. Es ist ein sehr aromatisches Getränk, das die Süße und den saftigen Charakter der Erdbeere perfekt mit der Erfrischung eines Schaumweins verbindet. Er hat ein leichtes, ansprechendes und fruchtiges Profil, mit einem Abgang, der intensiv von der Frische seiner Frucht geprägt ist.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-745672-225438744-b9Zr3HXZ.jpg'],Casal Garcia Fruitzy Strawberry,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13824', 'name': 'Spirituosen', 'slug': 'spirituosen-13824', 'orderHint': '000000740'}, {'key': '13827', 'name': 'Aperitif & Digestif', 'slug': 'aperitif-und-digestif-13827', 'orderHint': '000000010'}]]",60d79f52-a614-43cf-888c-4d9b7abfe9c9,False,00-745672,casal-garcia-fruitzy-strawberry-00745672,,True,False,lt,Liter,liter,1.174,False,False,0,5.5,,Portugal,,,,,,,,,,,,,,,,,1.0,Casal Garcia,casal-garcia,Liter,Liter,1,799.0,[],599.0,216.0,,['CONTAINS AU'],,,,,,,,,,,,,
200,,Laktosefrei,1000.0,,"Glutenfreie Ciabatta: der ofenfrische Klassiker aus Italien zum Ferigbacken. Produkt ohne Gluten, Weizen und Laktose sowie ohne Zusatz von Ei und Milch.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-627756-1311127107-BcRC5DQ7.jpg'],Schär Ciabatta,Karton,kt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14032', 'name': 'Spezielle Ernährung', 'slug': 'spezielle-ernaehrung-14032', 'orderHint': '000002820'}, {'key': '14035', 'name': 'Laktosefrei', 'slug': 'laktosefrei-14035', 'orderHint': '000002850'}], [{'key': '13766', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13766', 'orderHint': '000000160'}, {'key': '13767', 'name': 'Aufbackbrötchen & Toast', 'slug': 'aufbackbroetchen-und-toast-13767', 'orderHint': '000000170'}, {'key': '13768', 'name': 'Aufbackbrötchen & -baguettes', 'slug': 'aufbackbroetchen-und-baguettes-13768', 'orderHint': '000000180'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14032', 'name': 'Spezielle Ernährung', 'slug': 'spezielle-ernaehrung-14032', 'orderHint': '000002820'}, {'key': '14034', 'name': 'Glutenfrei', 'slug': 'glutenfrei-14034', 'orderHint': '000002840'}], [{'key': '13766', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13766', 'orderHint': '000000160'}, {'key': '13770', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13770', 'orderHint': '000000200'}, {'key': '13771', 'name': 'Brot verpackt', 'slug': 'brot-verpackt-13771', 'orderHint': '000000210'}]]",586707f9-c0cf-4b58-8fbf-f62eeeecad33,False,00-627756,schaer-ciabatta-00627756,,True,False,gr,Gramm,g,0.214,False,False,0,,,Deutschland,,,,,,,,,"['pp-veget', 'pp-lakto', 'pp-vegan', 'pp-glutenfr']",Der ofenfrische Klassiker aus Italien zum Fertigbacken,,"Bei Raumtemperatur trocken lagern
Nach dem Öffnen, das Produkt im Frischhaltebeutel aufbewahren und innerhalb weniger Tage konsumieren oder direkt einfrieren",,,,,,Schär,schaer,Kilogramm,kg,1,1495.0,[],299.0,,,"['MAY_CONTAIN NL', 'CONTAINS AY']",,,,,,,,,,,,,
50,,Deodorants,100.0,,<ul><li>Sanfter Deo Roll-on</li><li>Zertifizierte Naturkosmetik</li><li>Mit Bio-Aloe Vera und natürlichen Mineralien</li><li>Bis zu 48 Stunden Frischegefühl</li><li>Frei von Aluminiumsalzen und Alkohol</li></ul>,False,"['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-596788-0633657346-oG93Vdim.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-596788-2030548031-1KrK0yk6.jpg']",Lavera Basis Sensitiv Deo Roll On,Flasche,fl,"[[{'key': '14083', 'name': 'Pflege', 'slug': 'pflege-14083', 'orderHint': '000003330'}, {'key': '14094', 'name': 'Deodorants', 'slug': 'deodorants-14094', 'orderHint': '000003440'}]]",473c63e1-3547-451d-99d8-545a388f3c92,False,00-596788,lavera-basis-sensitiv-deo-roll-on-00596788,,True,False,ml,Milliliter,ml,0.08,False,False,0,,,Deutschland,,,,,,,,,,"48h Deo Power aus der Natur - zuverlässiger Schutz für empfindliche Achselhaut dank der alkoholfreien Rezeptur, die auch nach der Rasur besonders sanft zur Haut ist: Unsere milde Wirkkomposition mit Bio-Aloe Vera und natürlichen Mineralien reduziert das Wachstum geruchsverursachender Bakterien und beugt dadurch ganz natürlich der Entstehung von Schweißgeruch vor. 48 Stunden Frische und zuverlässiger Schutz - ganz ohne Aluminiumsalze. 

Erlebe außerdem das gute Gefühl, gemeinsam mit uns als klimaneutrales Unternehmen einen wirksamen Beitrag zum Umweltschutz zu leisten. Zum Beispiel durch unseren vollständigen Verzicht auf Mikroplastik. Die Rezeptur ist biologisch abbaubar, und Flasche und Deckel bestehen zu 96% aus recyceltem Material. 

Das gute Gefühl von 100% zertifizierter Naturkosmetik - ohne Kompromisse.

Unser Versprechen:
* Naturkosmetik: Zertifiziert und dermatologisch getestet
* Rezepturen: Biologisch abbaubar, ohne Aluminiumsalze, ohne künstliche Duft- und Konservierungsstoffe*
* Verpackung: Flasche und Deckel bestehen zu 96% aus recyceltem Material
""la vera"", die Wahre, engagiert sich für Klimaschutz und Tierschutz

*gemäß EU-KosmetikVO",,Gleichmäßig unter den Achseln auftragen. Vor dem Anziehen trocknen lassen.,,,,,,Lavera,lavera,Milliliter,ml,100,1258.0,[],629.0,,,"['CONTAINS CN', 'CONTAINS BO', 'CONTAINS BP', 'CONTAINS CT', 'CONTAINS BS', 'CONTAINS FA', 'CONTAINS GE', 'CONTAINS BB']",,,,,,,,,,,,,
170,,Chips,1000.0,,,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-390504-234122874-2bHz0QDZ.jpg'],Schär Curvies Original Glutenfrei,Packung,pa,"[[{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14061', 'name': 'Chips & Co.', 'slug': 'chips-und-co-14061', 'orderHint': '000003110'}, {'key': '14062', 'name': 'Chips', 'slug': 'chips-14062', 'orderHint': '000003120'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14032', 'name': 'Spezielle Ernährung', 'slug': 'spezielle-ernaehrung-14032', 'orderHint': '000002820'}, {'key': '14034', 'name': 'Glutenfrei', 'slug': 'glutenfrei-14034', 'orderHint': '000002840'}]]",17b395b2-0dab-47cf-a0e1-55187f3a667b,False,00-390504,schaer-curvies-original-glutenfrei-00390504,,True,False,gr,Gramm,g,0.214,False,False,0,,,Deutschland,,,,,,,,,"['pp-veget', 'pp-vegan', 'pp-glutenfr']","Knuspriger salziger Kartoffelsnack in recycelbarer Verpackung, perfekt zum Teilen!",,Bei Raumtemperatur trocken lagern,,,,,,Schär,schaer,Kilogramm,kg,1,1759.0,[],299.0,,,['MAY_CONTAIN AM'],,,,,,,,,,,,,
400,,Mehl,1000.0,,Die neue glutenfrei zertifizierte Fini`s Feinstes Bio-Brownies Backmischung ist einfach & schnell zuzubereiten. Die feinen Zartbitter-Schokoladeblättchen sorgen für einen unvergesslichen Schokoladengenuss.,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-530006-0139436246-62T9ahyC.jpg'],Fini's Feinstes Brownie Mix Glutenfrei,Beutel,bt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14014', 'name': 'Mehl & Getreideprodukte', 'slug': 'mehl-und-getreideprodukte-14014', 'orderHint': '000002640'}, {'key': '14017', 'name': 'Mehl', 'slug': 'mehl-14017', 'orderHint': '000002670'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13955', 'name': 'Backen', 'slug': 'backen-13955', 'orderHint': '000002050'}, {'key': '13957', 'name': 'Backmischungen & Füllungen', 'slug': 'backmischungen-und-fuellungen-13957', 'orderHint': '000002070'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14032', 'name': 'Spezielle Ernährung', 'slug': 'spezielle-ernaehrung-14032', 'orderHint': '000002820'}, {'key': '14034', 'name': 'Glutenfrei', 'slug': 'glutenfrei-14034', 'orderHint': '000002840'}]]",507e6f0b-3990-4d92-b97b-0b8b973d8d6c,False,00-530006,finis-feinstes-brownie-mix-glutenfrei-00530006,,True,False,gr,Gramm,g,0.407,False,False,0,,,,,,,,,,,,"['pp-veget', 'pp-vegan', 'pp-glutenfr', 'pp-bio']","Wenn Gutes gelingen soll, braucht es neben Zeit und Hingabe die richtigen Zutaten - und manchmal auch etwas Neues. So wie die neuen Fini's Feinstes Backmischung für glutenfreie Brownies.",,"Trocken lagern
Mehle und Teige sind nicht zum Rohverzehr bestimmt und müssen stets gut durcherhitzt werden.",,,,,,Fini´s Feinstes,fini-s-feinstes,Kilogramm,kg,1,1373.0,[],549.0,,,"['MAY_CONTAIN AY', 'MAY_CONTAIN NL', 'MAY_CONTAIN AS', 'MAY_CONTAIN AM', 'MAY_CONTAIN AN']",,,,,,,,,,,,,
360,,Süße Aufstriche,1000.0,,"Bonne Maman hat mit ihrer cremigen und köstlichen Haselnuss-Kakao-Creme die Nachmittagsjause für Kinder und Erwachsene neu interpretiert. Ein köstliches Rezept ohne Palmöl, mit einem hohen Anteil an Haselnüssen, mit Genussvollem Schokoladengeschmack
und  mit Liebe gemacht.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-249753-0767736567-wJwR-sur.jpg'],Bonne Maman Haselnuss-Kakao Creme,Glas,gl,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13988', 'name': 'Honig, Marmelade & Co.', 'slug': 'honig-marmelade-und-co-13988', 'orderHint': '000002380'}, {'key': '13991', 'name': 'Süße Aufstriche', 'slug': 'suesse-aufstriche-13991', 'orderHint': '000002410'}]]",265119c8-e5f9-4679-aa2c-d27c1836e1f8,False,00-249753,bonne-maman-haselnusskakao-creme-00249753,,True,False,gr,Gramm,g,0.578,False,False,0,,,,,,,,,,,,['pp-veget'],,,Bei Raumtemperatur aufbewahren und vor Licht und Wärme schützen.,,,,,1.0,Bonne Maman,bonne-maman,Kilogramm,kg,1,1275.0,[],459.0,,,"['CONTAINS AM', 'CONTAINS AN']",,,,,,,,,,,,,
